Feature ID,Feature,System,Feature type,Cohen's d (B − A),95% CI lower,95% CI upper,Cluster A mean,Cluster B mean,Prevalence difference (B − A),P,Adj. P,Cluster A (n),Cluster B (n),Significant (adj. P < 0.05),Unit
LArm_Swing_1D_in_z_dir_m: std - TM3,Left arm swing 1D in z dir m: std - TM3,Gait,continuous,-0.004,-0.192,0.184,0.0246504,0.0245857,,0.636,0.827,226,210,No,
Arm_Swing_1D_in_z_dir_m: std - TMS,Arm swing 1D in z dir m: std - TMS,Gait,continuous,-0.132,-0.318,0.053,0.0135345,0.0120419,,0.576,0.827,232,215,No,
Non_dir_Diff_Wrist_Sway_1D_in_z_dir_m: min - TM3,Non dir diff wrist sway 1D in z dir m: min - TM3,Gait,continuous,-0.133,-0.321,0.056,0.0296195,0.0249286,,0.642,0.827,226,210,No,
95% conf. ellipse area: median - rombergs_closed,95% conf. ellipse area: median - rombergs closed,Gait,continuous,0.104,-0.081,0.288,0.289703,0.314429,,0.633,0.827,236,217,No,
sway area: median - rombergs_open,sway area: median - rombergs open,Gait,continuous,0.078,-0.106,0.263,0.332305,0.352963,,0.537,0.827,236,218,No,
Sway Amplitude  - AP: median - rombergs_closed,Sway Amplitude  - AP: median - rombergs closed,Gait,continuous,-0.08,-0.264,0.105,221.344,212.664,,0.561,0.827,236,217,No,
Sway Amplitude - ML: median - rombergs_open,Sway Amplitude - ML: median - rombergs open,Gait,continuous,-0.006,-0.19,0.178,76.1356,75.9096,,0.558,0.827,236,218,No,
Sway Amplitude - ML: mean - rombergs_closed/rombergs_open,Sway Amplitude - ML: mean - rombergs closed/rombergs open,Gait,continuous,0.1,-0.084,0.285,1.00751,1.03267,,0.506,0.827,236,217,No,
frequency: median - rombergs_open,frequency: median - rombergs open,Gait,continuous,0.069,-0.115,0.253,0.938411,0.972573,,0.66,0.844,236,218,No,
sway path - ML: median - rombergs_open,sway path - ML: median - rombergs open,Gait,continuous,0.071,-0.113,0.255,33.4714,34.1951,,0.678,0.856,236,218,No,
frequency - AP: median - stationary,frequency - AP: median - stationary,Gait,continuous,0.061,-0.123,0.245,0.17364,0.179046,,0.681,0.856,236,219,No,
LLeg_stance_time_s: median - TMS,Left leg stance time s: median - TMS,Gait,continuous,-0.012,-0.198,0.173,0.827737,0.826074,,0.732,0.869,232,215,No,
RLeg_double_support_time_s: std - TM3,Right leg double support time s: std - TM3,Gait,continuous,-0.05,-0.238,0.138,0.016208,0.0151952,,0.709,0.869,226,210,No,
sway velocity - AP  (max): median - rombergs_closed,sway velocity - AP  (max): median - rombergs closed,Gait,continuous,-0.073,-0.257,0.112,27.0919,23.3525,,0.732,0.869,236,217,No,
sway path - ML: median - sit_to_stand,sway path - ML: median - sit to stand,Gait,continuous,0.03,-0.154,0.214,121.516,122.171,,0.716,0.869,236,218,No,
Step_width_m: std - TM3,Step width m: std - TM3,Gait,continuous,-0.055,-0.243,0.133,0.00497788,0.00485238,,0.699,0.869,226,210,No,
LLeg_double_support_time_s: min - TMS,Left leg double support time s: min - TMS,Gait,continuous,0.033,-0.153,0.219,0.201871,0.203493,,0.715,0.869,232,215,No,
Sway Amplitude  - AP: std - rombergs_closed/rombergs_open,Sway Amplitude  - AP: std - rombergs closed/rombergs open,Gait,continuous,-0.03,-0.214,0.155,1.00745,1.00133,,0.726,0.869,236,217,No,
Step_length_asymmetry_pct: median - TMS,Step length asymmetry pct: median - TMS,Gait,continuous,-0.019,-0.205,0.166,3.16625,3.11835,,0.755,0.889,232,215,No,
LLeg_double_support_time_s: median - TMS,Left leg double support time s: median - TMS,Gait,continuous,-0.01,-0.196,0.175,0.213302,0.212786,,0.787,0.92,232,215,No,
Step_time_asymmetry_pct: std - TMS,Step time asymmetry pct: std - TMS,Gait,continuous,-0.082,-0.268,0.103,2.02511,1.86352,,0.81,0.925,232,215,No,
Stride_length_m: std - TM3,Stride length m: std - TM3,Gait,continuous,-0.01,-0.198,0.178,0.015323,0.0152429,,0.815,0.925,226,210,No,
LArm_Swing_1D_in_z_dir_m: std - TMS,Left arm swing 1D in z dir m: std - TMS,Gait,continuous,-0.059,-0.245,0.126,0.0143319,0.0136465,,0.812,0.925,232,215,No,
Sway Amplitude - ML: median - rombergs_closed,Sway Amplitude - ML: median - rombergs closed,Gait,continuous,-0.026,-0.21,0.158,77.1757,76.1731,,0.805,0.925,236,217,No,
Stride_time_s: std - TM3,Stride time s: std - TM3,Gait,continuous,-0.035,-0.223,0.153,0.0266283,0.0258,,0.863,0.93,226,210,No,
Stride_time_s: std - TMS,Stride time s: std - TMS,Gait,continuous,-0.072,-0.257,0.114,0.0229009,0.0199395,,0.853,0.93,232,215,No,
AP maximum sway range: median - sit_to_stand,AP maximum sway range: median - sit to stand,Gait,continuous,-0.053,-0.237,0.131,39.631,39.3238,,0.858,0.93,236,218,No,
ML maximum sway range: median - rombergs_closed,ML maximum sway range: median - rombergs closed,Gait,continuous,0.015,-0.169,0.199,1.20081,1.20888,,0.858,0.93,236,217,No,
frequency: median - rombergs_closed,frequency: median - rombergs closed,Gait,continuous,0.013,-0.172,0.197,1.03628,1.04282,,0.835,0.93,236,217,No,
Hedo_vrt_sway_m: std - TMS,Hedo vrt sway m: std - TMS,Gait,continuous,-0.036,-0.222,0.149,0.00156034,0.00152558,,0.843,0.93,232,215,No,
Sway Amplitude  - AP: std - rombergs_open,Sway Amplitude  - AP: std - rombergs open,Gait,continuous,-0.003,-0.187,0.181,253.329,252.967,,0.86,0.93,236,218,No,
ML maximum sway range: median - stationary,ML maximum sway range: median - stationary,Gait,continuous,-0.014,-0.197,0.17,16.9132,16.809,,0.904,0.963,236,219,No,
RStep_time_s: std - TM3,Rstep time s: std - TM3,Gait,continuous,-0.065,-0.253,0.123,0.0204823,0.0198619,,0.918,0.963,226,210,No,
Sway Amplitude  - AP: std - rombergs_closed,Sway Amplitude  - AP: std - rombergs closed,Gait,continuous,-0.021,-0.205,0.163,250.55,248.013,,0.913,0.963,236,217,No,
Sway Amplitude - ML: std - rombergs_open,Sway Amplitude - ML: std - rombergs open,Gait,continuous,-0.05,-0.235,0.134,122.97,119.758,,0.909,0.963,236,218,No,
LLeg_single_support_time_s: median - TMS,Left leg single support time s: median - TMS,Gait,continuous,-0.072,-0.257,0.114,0.41697,0.413102,,0.941,0.966,232,215,No,
Walking_speed_kmh: std - TMS,Walking speed kmh: std - TMS,Gait,continuous,-0.11,-0.296,0.075,0.0331379,0.0267488,,0.937,0.966,232,215,No,
sway velocity - ML  (max): median - rombergs_closed,sway velocity - ML  (max): median - rombergs closed,Gait,continuous,0.021,-0.163,0.206,7.57505,7.65467,,0.959,0.966,236,217,No,
95% conf. ellipse area: median - rombergs_open,95% conf. ellipse area: median - rombergs open,Gait,continuous,0.045,-0.139,0.229,0.367839,0.385014,,0.959,0.966,236,218,No,
frequency: median - stationary,frequency: median - stationary,Gait,continuous,-0.008,-0.192,0.176,0.238699,0.238041,,0.954,0.966,236,219,No,
Sway Amplitude  - AP: median - rombergs_open,Sway Amplitude  - AP: median - rombergs open,Gait,continuous,-0.03,-0.215,0.154,217.606,214.575,,0.946,0.966,236,218,No,
Non_dir_Ratio_Wrist_Sway_1D_in_z_dir: min - TM3,Non dir ratio wrist sway 1D in z dir: min - TM3,Gait,continuous,-0.006,-0.194,0.181,1.17934,1.17723,,0.991,0.991,226,210,No,
iglu_1st_quartile,iGlu 1st quartile,Glycemic status,continuous,0.089,-0.108,0.287,86.1541,86.8995,,0.265,0.749,194,200,No,
iglu_above_140,iGlu above 140,Glycemic status,continuous,0.101,-0.097,0.298,2.02959,2.30333,,0.313,0.749,194,200,No,
iglu_below_70,iGlu below 70,Glycemic status,continuous,-0.002,-0.199,0.196,3.85158,3.84105,,0.104,0.749,194,200,No,
iglu_in_range_70_180,iGlu in range 70 180,Glycemic status,continuous,0.005,-0.192,0.203,95.9995,96.0354,,0.085,0.749,194,200,No,
iglu_adrr,iGlu adrr,Glycemic status,continuous,-0.099,-0.297,0.098,10.3234,9.92262,,0.189,0.749,194,200,No,
iglu_auc,iGlu auc,Glycemic status,continuous,0.095,-0.103,0.292,95.5559,96.4118,,0.31,0.749,194,200,No,
iglu_cogi,iGlu cogi,Glycemic status,continuous,0.062,-0.135,0.26,90.1602,91.0232,,0.106,0.749,194,200,No,
iglu_conga,iGlu conga,Glycemic status,continuous,0.067,-0.13,0.265,16.796,17.0761,,0.291,0.749,194,200,No,
iglu_cv_measures_sd,iGlu cv measures sd,Glycemic status,continuous,0.061,-0.136,0.259,3.21341,3.29543,,0.328,0.749,194,200,No,
iglu_ea1c,iGlu ea1c,Glycemic status,continuous,0.094,-0.104,0.292,4.95584,4.98547,,0.323,0.749,194,200,No,
iglu_gmi,iGlu gmi,Glycemic status,continuous,0.094,-0.104,0.292,5.59514,5.61548,,0.322,0.749,194,200,No,
iglu_grade_hyper,iGlu grade hyper,Glycemic status,continuous,0.12,-0.078,0.318,11.8652,13.2855,,0.251,0.749,194,200,No,
iglu_grade_hypo,iGlu grade hypo,Glycemic status,continuous,-0.148,-0.346,0.049,29.726,25.304,,0.19,0.749,194,200,No,
iglu_hypo_index,iGlu hypo index,Glycemic status,continuous,0.033,-0.164,0.231,0.484591,0.513188,,0.132,0.749,194,200,No,
iglu_igc,iGlu igc,Glycemic status,continuous,0.034,-0.164,0.231,0.498231,0.52729,,0.167,0.749,194,200,No,
iglu_lbgi,iGlu lbgi,Glycemic status,continuous,-0.071,-0.268,0.127,2.08681,1.9811,,0.228,0.749,194,200,No,
iglu_mage,iGlu mage,Glycemic status,continuous,0.1,-0.098,0.297,36.2898,37.2691,,0.224,0.749,194,200,No,
iglu_mean,iGlu mean,Glycemic status,continuous,0.094,-0.104,0.292,95.5328,96.3828,,0.322,0.749,194,200,No,
iglu_modd,iGlu modd,Glycemic status,continuous,0.061,-0.136,0.259,12.1409,12.318,,0.275,0.749,194,200,No,
iglu_sdb,iGlu sdb,Glycemic status,continuous,0.099,-0.099,0.296,11.4472,11.7096,,0.24,0.749,194,200,No,
iglu_sdbdm,iGlu sdbdm,Glycemic status,continuous,0.109,-0.089,0.306,10.4398,10.7088,,0.197,0.749,194,200,No,
iglu_3rd_quartile,iGlu 3rd quartile,Glycemic status,continuous,0.091,-0.107,0.289,102.394,103.288,,0.425,0.809,194,200,No,
iglu_in_range_63_140,iGlu in range 63 140,Glycemic status,continuous,-0.155,-0.353,0.042,96.8025,96.2779,,0.408,0.809,194,200,No,
iglu_hbgi,iGlu hbgi,Glycemic status,continuous,0.053,-0.144,0.251,0.116956,0.124521,,0.425,0.809,194,200,No,
iglu_hyper_index,iGlu hyper index,Glycemic status,continuous,0.02,-0.177,0.218,0.0136402,0.014105,,0.464,0.809,194,200,No,
iglu_j_index,iGlu j index,Glycemic status,continuous,0.084,-0.113,0.282,12.2738,12.4758,,0.387,0.809,194,200,No,
iglu_m_value,iGlu m value,Glycemic status,continuous,0.083,-0.115,0.281,0.900743,0.952912,,0.481,0.809,194,200,No,
iglu_median,iGlu median,Glycemic status,continuous,0.075,-0.123,0.272,92.9366,93.591,,0.443,0.809,194,200,No,
iglu_sd,iGlu sd,Glycemic status,continuous,0.025,-0.172,0.223,14.7207,14.8073,,0.489,0.809,194,200,No,
iglu_above_250,iGlu above 250,Glycemic status,continuous,-0.099,-0.297,0.098,0.00289124,0.0004005,,0.545,0.817,194,200,No,
iglu_iqr,iGlu iqr,Glycemic status,continuous,0.037,-0.16,0.235,16.2394,16.389,,0.52,0.817,194,200,No,
iglu_sdw,iGlu sdw,Glycemic status,continuous,0.024,-0.174,0.221,13.3593,13.4367,,0.542,0.817,194,200,No,
iglu_below_54,iGlu below 54,Glycemic status,continuous,0.137,-0.061,0.335,0.230749,0.331301,,0.611,0.828,194,200,No,
iglu_cv_measures_mean,iGlu cv measures mean,Glycemic status,continuous,-0.01,-0.208,0.187,13.9975,13.9659,,0.591,0.828,194,200,No,
iglu_grade_eugly,iGlu grade eugly,Glycemic status,continuous,0.007,-0.191,0.204,71.6392,71.7619,,0.64,0.828,194,200,No,
iglu_mad,iGlu mad,Glycemic status,continuous,0.013,-0.184,0.211,11.4863,11.522,,0.673,0.828,194,200,No,
iglu_sdhhmm,iGlu sdhhmm,Glycemic status,continuous,-0.075,-0.273,0.122,8.0788,7.87669,,0.656,0.828,194,200,No,
iglu_sdwsh,iGlu sdwsh,Glycemic status,continuous,-0.083,-0.28,0.115,5.06717,4.97203,,0.644,0.828,194,200,No,
bt__glucose,Glucose,Glycemic status,continuous,-0.045,-0.194,0.103,87.4226,86.6725,,0.606,0.828,371,327,No,
iglu_above_180,iGlu above 180,Glycemic status,continuous,-0.068,-0.266,0.13,0.148955,0.123516,,0.73,0.849,194,200,No,
iglu_cv,iGlu cv,Glycemic status,continuous,-0.005,-0.202,0.193,15.412,15.3961,,0.732,0.849,194,200,No,
iglu_grade,iGlu grade,Glycemic status,continuous,0.085,-0.113,0.282,1.02081,1.06334,,0.76,0.849,194,200,No,
iglu_gvp,iGlu gvp,Glycemic status,continuous,-0.096,-0.294,0.102,7.9403,7.63475,,0.756,0.849,194,200,No,
iglu_sd_roc,iGlu sd roc,Glycemic status,continuous,-0.072,-0.27,0.125,0.429534,0.422492,,0.827,0.882,194,200,No,
iglu_sddm,iGlu sddm,Glycemic status,continuous,0.01,-0.187,0.208,4.45237,4.47297,,0.817,0.882,194,200,No,
iglu_mag,iGlu mag,Glycemic status,continuous,-0.018,-0.216,0.179,10.2958,10.2493,,0.881,0.919,194,200,No,
iglu_range,iGlu range,Glycemic status,continuous,-0.013,-0.211,0.184,109.503,109.107,,0.919,0.938,194,200,No,
bt__hba1c,HbA1c,Glycemic status,continuous,-0.006,-0.166,0.153,1.00619,0.993293,,0.957,0.957,315,290,No,
bt__mch,Mean corpuscular haemoglobin (MCH),Hematopoietic,continuous,0.222,0.134,0.31,30.4038,30.7724,,2.4e-07,1.9e-06,997,987,Yes,pg
bt__mcv,Mean corpuscular volume (MCV),Hematopoietic,continuous,0.162,0.074,0.25,89.5323,90.2214,,0.00014,0.00038,995,988,Yes,fL
bt__rdw,Red cell distribution width (RDW),Hematopoietic,continuous,-0.166,-0.254,-0.077,13.3675,13.2423,,0.00014,0.00038,997,984,Yes,%
bt__mchc,Mean corpuscular haemoglobin concentration (MCHC),Hematopoietic,continuous,0.149,0.06,0.237,33.9741,34.101,,0.00034,0.00068,998,989,Yes,
bt__hemoglobin,Hemoglobin,Hematopoietic,continuous,0.153,0.065,0.241,13.2239,13.3547,,0.00062,0.001,998,987,Yes,
bt__hct,Hct,Hematopoietic,continuous,0.088,-0.0,0.176,38.9308,39.1478,,0.059,0.078,997,987,No,
bt__rbc,Red blood cell count (RBC),Hematopoietic,continuous,-0.031,-0.119,0.058,4.36019,4.35026,,0.636,0.666,989,976,No,
bt__ferritin,Ferritin,Hematopoietic,continuous,0.085,-0.11,0.28,54.5907,57.9663,,0.666,0.666,217,189,No,
Energy / BMR,Energy / BMR,Diet (nutrient intake),continuous,0.202,0.111,0.294,1.11842,1.17074,,1.5e-05,0.002,924,924,Yes,ratio
IMEDAS_score_per_day,Mediterranean diet score (IMEDAS),Diet (nutrient intake),continuous,0.192,0.1,0.283,9.99354,10.2707,,4.5e-05,0.003,924,924,Yes,ordinal (questionnaire)
Vitamin B-6,Vitamin B-6,Diet (nutrient intake),continuous,0.178,0.087,0.27,0.00100681,0.00105309,,0.00013,0.005,924,924,Yes,
"Potassium, K","Potassium, K",Diet (nutrient intake),continuous,0.122,0.031,0.214,1.62894,1.67405,,0.00056,0.018,924,924,Yes,
"Manganese, Mn","Manganese, Mn",Diet (nutrient intake),continuous,0.117,0.026,0.208,0.00245587,0.00272889,,0.00087,0.022,924,924,Yes,
NOVA_pct,Nova (%),Diet (nutrient intake),continuous,-0.14,-0.231,-0.049,0.18737,0.174517,,0.001,0.025,924,924,Yes,
Phytosterols,Phytosterols,Diet (nutrient intake),continuous,0.109,0.017,0.2,0.275509,0.290981,,0.002,0.029,924,924,Yes,
"Phosphorus, P","Phosphorus, P",Diet (nutrient intake),continuous,0.149,0.057,0.24,0.726553,0.745159,,0.002,0.035,924,924,Yes,
"Zinc, Zn","Zinc, Zn",Diet (nutrient intake),continuous,0.145,0.053,0.236,0.00530187,0.00545588,,0.006,0.087,924,924,No,
"Magnesium, Mg","Magnesium, Mg",Diet (nutrient intake),continuous,0.138,0.047,0.229,0.189802,0.195615,,0.01,0.11,924,924,No,
"Copper, Cu","Copper, Cu",Diet (nutrient intake),continuous,0.145,0.053,0.236,0.000885787,0.000921706,,0.01,0.11,924,924,No,
sweets,Sweets,Diet (nutrient intake),continuous,-0.12,-0.212,-0.029,0.118697,0.109381,,0.011,0.112,924,924,No,
Biotin,Biotin,Diet (nutrient intake),continuous,0.022,-0.069,0.113,0.00355611,0.00369655,,0.014,0.126,924,924,No,
eatLANCET_score_per_day,Eatlancet score per day,Diet (nutrient intake),continuous,0.119,0.028,0.211,22.1126,22.6093,,0.014,0.126,924,924,No,
Foods_per_day,Foods per day,Diet (nutrient intake),continuous,0.101,0.009,0.192,12.7501,13.1463,,0.018,0.126,924,924,No,
pct_carb_calories,% carb calories,Diet (nutrient intake),continuous,-0.088,-0.179,0.003,44.2593,43.5216,,0.016,0.126,924,924,No,
DASH_score,DASH score,Diet (nutrient intake),continuous,0.106,0.015,0.198,3.20978,3.30823,,0.016,0.126,924,924,No,
MedOilandfats,MedOilandfats,Diet (nutrient intake),continuous,0.118,0.027,0.209,0.0404708,0.0458398,,0.018,0.126,924,924,No,
omega_6,Omega 6,Diet (nutrient intake),continuous,0.118,0.027,0.209,0.0124785,0.0128112,,0.022,0.146,924,924,No,
Pantothenic acid,Pantothenic acid,Diet (nutrient intake),continuous,0.121,0.029,0.212,0.0032503,0.00334863,,0.026,0.159,924,924,No,
Vitamin K,Vitamin K,Diet (nutrient intake),continuous,0.067,-0.024,0.158,0.0955409,0.101121,,0.027,0.159,924,924,No,
wfpb_score_per_day,Wfpb score per day,Diet (nutrient intake),continuous,0.109,0.018,0.201,0.25282,0.27102,,0.028,0.159,924,924,No,
Fasting_window,Fasting window,Diet (nutrient intake),continuous,-0.101,-0.192,-0.009,12.6542,12.4465,,0.03,0.163,924,924,No,
plant_foods_per_day,Plant foods per day,Diet (nutrient intake),continuous,0.095,0.004,0.187,7.67455,7.95553,,0.035,0.168,924,924,No,
hPDI_score_per_day,Hpdi score per day,Diet (nutrient intake),continuous,0.101,0.01,0.193,62.2803,63.0162,,0.034,0.168,924,924,No,
wfpb_score_per_day_cv,Wfpb score per day cv,Diet (nutrient intake),continuous,-0.088,-0.179,0.003,0.926097,0.878595,,0.033,0.168,924,924,No,
Starch,Starch,Diet (nutrient intake),continuous,-0.107,-0.198,-0.015,0.0616715,0.0593981,,0.038,0.178,924,924,No,
"Fluoride, F","Fluoride, F",Diet (nutrient intake),continuous,0.102,0.011,0.194,0.332927,0.368312,,0.044,0.189,924,924,No,
aHEI_score_per_day,Ahei score per day,Diet (nutrient intake),continuous,0.1,0.009,0.191,53.557,54.267,,0.043,0.189,924,924,No,
"Iron, Fe","Iron, Fe",Diet (nutrient intake),continuous,0.11,0.018,0.201,0.00751625,0.007701,,0.05,0.208,924,924,No,
plant_foods_per_week,Plant foods per week,Diet (nutrient intake),continuous,0.092,0.001,0.183,29.1991,30.1439,,0.054,0.208,924,924,No,
pct_alcohol_calories,% alcohol calories,Diet (nutrient intake),continuous,0.094,0.003,0.185,1.09002,1.30562,,0.055,0.208,924,924,No,
Cereals_cat,Cereals cat,Diet (nutrient intake),continuous,0.068,-0.023,0.159,0.00817802,0.00961636,,0.052,0.208,924,924,No,
AlcoholicDrinks,AlcoholicDrinks,Diet (nutrient intake),continuous,0.088,-0.003,0.179,0.0149483,0.0175808,,0.065,0.239,924,924,No,
"Vitamin C, total ascorbic acid","Vitamin C, total ascorbic acid",Diet (nutrient intake),continuous,0.098,0.006,0.189,0.0701888,0.0745286,,0.069,0.239,924,924,No,
Niacin,Niacin,Diet (nutrient intake),continuous,0.062,-0.029,0.153,0.0118214,0.0120307,,0.071,0.239,924,924,No,
Fructose,Fructose,Diet (nutrient intake),continuous,0.075,-0.016,0.166,0.0122645,0.0127484,,0.07,0.239,924,924,No,
pct_protein_calories,% protein calories,Diet (nutrient intake),continuous,0.069,-0.023,0.16,17.168,17.4307,,0.073,0.24,924,924,No,
Riboflavin,Riboflavin,Diet (nutrient intake),continuous,0.098,0.006,0.189,0.00102327,0.00104423,,0.08,0.255,924,924,No,
carnivore_score_per_day_cv,Carnivore score per day cv,Diet (nutrient intake),continuous,-0.078,-0.17,0.013,0.844611,0.807728,,0.083,0.255,924,924,No,
IMEDAS_score_per_day_cv,"Mediterranean diet score (IMEDAS), CV",Diet (nutrient intake),continuous,-0.071,-0.163,0.02,0.079947,0.0782078,,0.084,0.255,924,924,No,ordinal (questionnaire)
"Fatty acids, total polyunsaturated","Fatty acids, total polyunsaturated",Diet (nutrient intake),continuous,0.092,0.0,0.183,0.0103474,0.0106212,,0.091,0.271,924,924,No,
Vitamin B-12,Vitamin B-12,Diet (nutrient intake),continuous,0.059,-0.032,0.151,0.00219857,0.00227145,,0.098,0.281,924,924,No,
"Vitamin A, RAE","Vitamin A, RAE",Diet (nutrient intake),continuous,0.066,-0.026,0.157,0.473796,0.488834,,0.103,0.281,924,924,No,
keto,Keto,Diet (nutrient intake),continuous,0.075,-0.016,0.166,0.00314174,0.00563485,,0.103,0.281,924,924,No,
pct_carb_calories_cv,% carb calories cv,Diet (nutrient intake),continuous,0.092,0.001,0.183,0.22784,0.235476,,0.104,0.281,924,924,No,
Lutein + zeaxanthin,Lutein + zeaxanthin,Diet (nutrient intake),continuous,0.036,-0.055,0.127,1.19602,1.23258,,0.116,0.308,924,924,No,
low_carb_diet,Low carb diet,Diet (nutrient intake),continuous,0.037,-0.055,0.128,0.0795419,0.0848993,,0.134,0.341,924,924,No,
Fruits,Fruits,Diet (nutrient intake),continuous,0.055,-0.036,0.147,0.0680733,0.0712799,,0.133,0.341,924,924,No,
PastaGrainsandSidedishes,PastaGrainsandSidedishes,Diet (nutrient intake),continuous,-0.097,-0.188,-0.006,0.0962642,0.0903359,,0.136,0.341,924,924,No,
